	Plot	Row Numbers	Filter Type	Genotype	ExG	RGB	NGR	GLI	VARI	MGR	VEG
180701_djifc6310_J1_NE_row_17_range_3_rep_10.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4722768287	0.5211780343	0.2338143689	0.2923487897	0.3204698425	0.4248437053	1.8937863
180701_djifc6310_J1_NE_row_17_range_3_rep_10.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.4986548454	0.5440134774	0.2482331893	0.3068079414	0.3388472532	0.4501900948	1.950794709
180701_djifc6310_J1_NE_row_17_range_3_rep_10.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.4953258489	0.5413968051	0.2466368416	0.3051427293	0.3368730839	0.447439571	1.943920615
180701_djifc6310_J1_NE_row_17_range_3_rep_10.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.4646579088	0.5114390265	0.2289972682	0.2868442982	0.3139468079	0.4160337176	1.875058693
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.4292775622	0.5092251136	0.2235168826	0.2831515545	0.3088020895	0.4046367246	1.858633476
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.4353692555	0.5139627497	0.2267137986	0.2860804544	0.3131228168	0.4105528435	1.86994342
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4411841216	0.5184680525	0.2297861774	0.2889005315	0.3172941791	0.4161513801	1.880821289
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.4467860857	0.5226467831	0.2327027758	0.2915355893	0.3211292644	0.4214656657	1.891119895
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4515316928	0.5259915609	0.2350770488	0.2936607623	0.3242656648	0.4257661761	1.899593988
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4563055462	0.5294349633	0.2374931488	0.2958443599	0.3274665531	0.4301212189	1.908360903
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.4802861413	0.5464737312	0.2492410731	0.30687038	0.3425702955	0.4507932554	1.95377517
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.4764329044	0.54380687	0.2474499088	0.3051201827	0.3403335928	0.4477124856	1.946396133
180701_djifc6310_J1_NE_row_17_range_3_rep_11.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.4494745089	0.5200608977	0.2330879362	0.2906990553	0.3213977352	0.4219788446	1.89095644
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.4622368388	0.4926796288	0.2337354202	0.2753009604	0.3335306673	0.4213315038	1.857605208
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.4676457396	0.4972719589	0.2366803193	0.2780780924	0.3375594691	0.4266277608	1.867828983
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4729063501	0.5016900688	0.2395409631	0.2807581813	0.3414710259	0.4317484585	1.87787045
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.4779907279	0.5059586293	0.2423282215	0.2833736164	0.3452722386	0.4367123413	1.887709438
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4823215085	0.50958072	0.24469177	0.285602664	0.3484286086	0.4408960076	1.896240735
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.486577537	0.5132600142	0.247055564	0.2878695123	0.3515809961	0.445052313	1.904940034
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.5248323963	0.5468830412	0.2676162065	0.3090947834	0.3771643525	0.4800404918	1.990217362
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.5273114357	0.54928981	0.2689040237	0.3106313582	0.3785738011	0.4821653801	1.996370949
180701_djifc6310_J1_NE_row_17_range_3_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.478796996	0.503596141	0.2420952697	0.2823720857	0.3447943366	0.4361685352	1.886080779
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.4631518257	0.4529489692	0.210287507	0.2481625909	0.3072183975	0.3871590995	1.718765188
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.4685999862	0.456967989	0.2130367894	0.2505708827	0.3111748586	0.392215386	1.727054797
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4739626867	0.46084296	0.2156667375	0.2528873529	0.3149567502	0.3970204471	1.735145588
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.479002933	0.4644665817	0.2181411382	0.2550645066	0.3184931762	0.4015258919	1.742891138
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4834013974	0.4676103877	0.2202544233	0.2569553083	0.32148825	0.4053582001	1.74957954
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4878273775	0.4707901107	0.2223533656	0.258868241	0.3244300477	0.4091465477	1.756418171
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.5176977635	0.4953972464	0.236925018	0.2737942203	0.3433975081	0.4347729975	1.810016196
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.5161915315	0.4940899892	0.2361790624	0.2729873835	0.3424799883	0.4334937053	1.806988139
180701_djifc6310_J1_NE_row_17_range_3_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.4804187159	0.4625705464	0.2180670411	0.254275512	0.3183501218	0.4012985275	1.741666598
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.4465434615	0.4460102613	0.2019956884	0.2426475944	0.2953769334	0.37466848	1.679380557
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.4519350498	0.4495386825	0.2044642464	0.2447365662	0.2990025991	0.3792639993	1.686620358
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4573313273	0.4529972138	0.2068551774	0.2467789811	0.302495023	0.3837156383	1.693696404
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.4623074953	0.4561132725	0.2090415485	0.2486362994	0.3056726279	0.387749282	1.700168627
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4667295361	0.4589411548	0.2109435298	0.2503047817	0.3084196858	0.3912385786	1.706069018
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4709620573	0.4616483871	0.2127379281	0.2519095417	0.3109727801	0.3945324355	1.711654807
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.4940304041	0.4778323846	0.2224832491	0.2615694323	0.3240317777	0.4120018427	1.746035154
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.4932429773	0.4772881596	0.2221570542	0.261241062	0.3235998874	0.4114272633	1.744817091
180701_djifc6310_J1_NE_row_17_range_3_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.465376806	0.4553823195	0.2095258982	0.2484824382	0.3063545236	0.3885397034	1.700716944
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.4538382944	0.396370274	0.1683156414	0.2091064087	0.2539636779	0.3205829653	1.536430105
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.45909644	0.3996524503	0.1705474796	0.2110064321	0.2573069978	0.3248264091	1.542243259
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4642696688	0.402739715	0.1726645138	0.2127975587	0.2604742846	0.328834678	1.547695265
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.4692735171	0.4056380334	0.1746994609	0.2144910888	0.263521843	0.3326820398	1.552864979
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4734926123	0.4081001564	0.1763832978	0.2159252313	0.2660221068	0.3358546754	1.557271525
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4777014605	0.4106207084	0.1780601018	0.2173851095	0.2684956939	0.3390045713	1.561763937
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.50539428	0.4286889266	0.1886629812	0.2277295213	0.2834169774	0.3587265213	1.593647404
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.5059331385	0.4291519103	0.188876586	0.2279892828	0.2836876298	0.3591198026	1.594368347
180701_djifc6310_J1_NE_row_17_range_3_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.4698511238	0.4029847765	0.1743143775	0.2132608389	0.2630463211	0.3319213429	1.550066912
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.4475027777	0.4103269323	0.1814482837	0.2185598235	0.273534414	0.3416823855	1.584521419
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.4531053938	0.4139288886	0.1839732137	0.22067573	0.2773030981	0.3464219818	1.591240955
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4586724711	0.4173874126	0.1863779442	0.2226983397	0.2808985392	0.3509182576	1.597711777
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.4640202151	0.4206467155	0.1886564489	0.2246109071	0.2842890171	0.3551654198	1.603800745
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4686288785	0.4233247843	0.1905325545	0.2261786776	0.2870835372	0.3586502407	1.60899502
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4731258768	0.4259663866	0.1923327714	0.2277247233	0.2897335906	0.3619866518	1.614022753
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.5060367456	0.4461719985	0.2049265652	0.2395559339	0.3074050348	0.3849851941	1.652808058
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.5076185072	0.4471899321	0.205485665	0.2401483086	0.3081424325	0.3859908247	1.654821826
180701_djifc6310_J1_NE_row_17_range_3_rep_6.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.4661239801	0.4186143525	0.1886957944	0.2237446458	0.2844515037	0.3551916191	1.602170931
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.4571322595	0.4214807241	0.191641848	0.2251063016	0.2901597563	0.3606001088	1.603069273
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.4628350323	0.4256118354	0.1943110298	0.2274746112	0.2941229535	0.3655738305	1.61048108
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4688340256	0.4298626467	0.197068801	0.2299193862	0.2982085388	0.370686958	1.618235352
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.4743582389	0.4337052476	0.1996077773	0.2321454849	0.3019566376	0.3753831009	1.625427097
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4789859579	0.4368201905	0.2016567021	0.2339506115	0.3049704095	0.3791606084	1.631306327
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4833948955	0.439824304	0.2036192091	0.2356965314	0.3078347197	0.3827641412	1.637047868
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.5085244769	0.4567888932	0.2143973824	0.2456790575	0.3230500057	0.4022724096	1.670788536
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.5089897782	0.4571801084	0.2146084951	0.2459074009	0.3233256092	0.4026486998	1.671550323
180701_djifc6310_J1_NE_row_17_range_3_rep_7.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.4777686064	0.4339094011	0.2005351327	0.2324465975	0.3033704647	0.3770304371	1.627365664
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.4603903422	0.446577848	0.2002068475	0.2411402339	0.2947588147	0.3739797563	1.666790126
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.4659246765	0.450627137	0.2029236057	0.2435318482	0.2987033203	0.3790246496	1.674609447
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4713882767	0.4545818683	0.2055399564	0.2458609409	0.3024850045	0.3838614732	1.68231052
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.4765726592	0.4582755801	0.2080318222	0.2480478767	0.3060869244	0.38845732	1.689651648
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4810251715	0.4613688503	0.2101126442	0.2498826292	0.309080305	0.3922768727	1.695891356
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4852924542	0.4643710395	0.2120933105	0.2516647075	0.3119015455	0.3958878736	1.701984591
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.5110011959	0.4832651336	0.2236458683	0.2629593749	0.3275172651	0.4165855095	1.741276165
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.510550027	0.4829470753	0.2234411712	0.2627662509	0.327239986	0.4162237164	1.740568592
180701_djifc6310_J1_NE_row_17_range_3_rep_8.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.4796135676	0.4581458385	0.2089501748	0.2482273957	0.3074644226	0.3900639271	1.691373742
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 135	check1	0.451862109	0.4598047393	0.200350653	0.2508789112	0.285513444	0.3713358597	1.708096998
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 136	check1	0.4573521295	0.463622476	0.203079964	0.253193223	0.2894512043	0.3764137221	1.716265759
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 137	check1	0.4626783516	0.4672611192	0.2056361471	0.2553892668	0.2931218897	0.3811350022	1.724076594
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 138	check1	0.4679820744	0.4709773235	0.2082071575	0.2576269634	0.2967900367	0.3858745446	1.732060534
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 139	check1	0.4724791862	0.474140868	0.2103484024	0.2595380414	0.2998073723	0.3897781081	1.738810031
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	ExG 140	check1	0.4768579909	0.4772777989	0.2124488819	0.2614370214	0.3027405641	0.3935984615	1.74550599
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu pre	check1	0.5015185479	0.4967778168	0.2242839601	0.2732343258	0.3184306339	0.4147226085	1.788004471
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Otsu post	check1	0.4996013718	0.4952244117	0.2234160648	0.2722970806	0.3173290564	0.4131960826	1.784608387
180701_djifc6310_J1_NE_row_17_range_3_rep_9.tif	180701_djifc6310_J1_NE_row_17_range_3	4333 and 4334	Custom	check1	0.4703632942	0.4699558155	0.2087424927	0.2573705731	0.2975560471	0.3867189354	1.732631762
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 135	check2	0.4821787103	0.5048286711	0.2234511716	0.284056956	0.3047508785	0.4022561229	1.879802419
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 136	check2	0.4884273653	0.5081921377	0.2260839766	0.2862271662	0.3084479226	0.407148653	1.889277947
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 137	check2	0.494033165	0.5112419503	0.2283958826	0.2881756253	0.3116748736	0.4114105409	1.897884012
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 138	check2	0.4993748494	0.514180296	0.2305746167	0.2900371992	0.3146997306	0.4154406835	1.905879274
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 139	check2	0.5038458858	0.5164973816	0.2323176515	0.2915062002	0.3171305002	0.418658432	1.912483429
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 140	check2	0.5083528107	0.5190628886	0.2341778824	0.2931448317	0.3195951927	0.4220368624	1.919531466
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Otsu pre	check2	0.5474001385	0.5418295401	0.248851764	0.307740718	0.3382457344	0.4477740623	1.981113291
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Otsu post	check2	0.5495621033	0.5434790318	0.2497503617	0.3088069764	0.3392481817	0.4492827434	1.985584658
180701_djifc6310_J1_NE_row_17_range_4_rep_2.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Custom	check2	0.5010672855	0.5113175169	0.2303841638	0.2888865588	0.3142783832	0.4149190392	1.903770143
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 135	check2	0.4876132808	0.4682209641	0.1963206069	0.2571643662	0.2724859425	0.3618981669	1.736055804
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 136	check2	0.493919973	0.4711007816	0.1986526736	0.2589611751	0.275912412	0.3663652007	1.743604168
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 137	check2	0.4998325952	0.4736379122	0.200717243	0.26053169	0.2789619148	0.3703022967	1.750213784
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 138	check2	0.5054238703	0.476108257	0.2027076351	0.2620775863	0.2818624015	0.3740485135	1.756494423
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 139	check2	0.5101362079	0.478343313	0.2043870485	0.2634526701	0.2842811841	0.3772125454	1.762113063
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 140	check2	0.5148190659	0.4806512063	0.2060176593	0.2648447108	0.2866117951	0.3802798528	1.767412842
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Otsu pre	check2	0.5508638778	0.502694271	0.2191243513	0.2781474285	0.3039224051	0.4040280895	1.817203429
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Otsu post	check2	0.5497094652	0.5019101083	0.2187298299	0.2776698822	0.3034573636	0.4033382896	1.815482229
180701_djifc6310_J1_NE_row_17_range_4_rep_3.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Custom	check2	0.5062695557	0.4727993775	0.2022323368	0.2606075768	0.2812073921	0.3730540089	1.752834331
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 135	check2	0.4940291977	0.4481027006	0.1892266519	0.2424653105	0.2708772358	0.3524764062	1.673180135
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 136	check2	0.5009481195	0.4513191406	0.191766	0.2444398514	0.2746296454	0.3573206645	1.680561629
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 137	check2	0.5072324963	0.4540948783	0.1939719362	0.246129831	0.2779283032	0.3615193623	1.68685781
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 138	check2	0.513056868	0.4567437892	0.1960203176	0.2477286289	0.2809751714	0.3654272932	1.692851561
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 139	check2	0.5176524146	0.4587741298	0.19757763	0.2489476916	0.2832919919	0.3684016119	1.69735845
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 140	check2	0.5222129019	0.4609101395	0.199145958	0.2502320342	0.2855842852	0.3713616929	1.702021838
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Otsu pre	check2	0.5597871306	0.4814879198	0.2119540368	0.2624448285	0.3032060512	0.3949702227	1.744469518
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Otsu post	check2	0.5595984909	0.4815505339	0.2119712147	0.262486828	0.3032088947	0.394984922	1.744606666
180701_djifc6310_J1_NE_row_17_range_4_rep_4.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	Custom	check2	0.5132128919	0.4530598837	0.1952596238	0.2459957786	0.2799390755	0.3639643487	1.688220161
180701_djifc6310_J1_NE_row_17_range_4_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 135	check2	0.4938888288	0.4515979813	0.1963695989	0.2449268721	0.2835619609	0.363911615	1.696251076
180701_djifc6310_J1_NE_row_17_range_4_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 136	check2	0.5007668415	0.4548991812	0.199023669	0.2470102512	0.2874531024	0.3688663979	1.703899359
180701_djifc6310_J1_NE_row_17_range_4_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 137	check2	0.5073781891	0.4579532837	0.2015046515	0.2489363342	0.2910970268	0.3734710167	1.710940854
180701_djifc6310_J1_NE_row_17_range_4_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 138	check2	0.5134827838	0.4608597983	0.2038061981	0.2507457524	0.2944719112	0.3777541106	1.717565249
180701_djifc6310_J1_NE_row_17_range_4_rep_5.tif	180701_djifc6310_J1_NE_row_17_range_4	4233 and 4234	ExG 139	check2	0.5186192958	0.4632017304	0.2056633404	0.2521936868	0.2972062843	0.3812018372	1.723036444
