	Plot	Row Numbers	Filter Type	Genotype	ExG	RGB	NGR	GLI	VARI	MGR	VEG
180701_djifc6310_J1_SE_row_12_range_5_rep_5.tif	180701_djifc6310_J1_SE_row_12_range_5	4123 and 4124	Custom	check2	0.4101766339	0.5133465457	0.3121210748	0.3069744106	0.4619571998	0.5144782326	2.217627655
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 135	check1	0.3822796331	0.430136222	0.2469206796	0.2409876067	0.3917744618	0.4306119979	1.799521325
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 136	check1	0.385632046	0.4308584365	0.2473662529	0.2411926105	0.3926976158	0.4319171755	1.802095909
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 137	check1	0.3892401069	0.4318972969	0.2480094705	0.2416020739	0.3938500921	0.4335040285	1.805251083
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 138	check1	0.3940058682	0.432585611	0.2483159641	0.2417861378	0.3945907514	0.4345975764	1.80693368
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 139	check1	0.3984647319	0.4332543798	0.2485359634	0.2419511919	0.3950929022	0.4355709982	1.808477677
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 140	check1	0.4043363611	0.433421772	0.2480914359	0.2418202636	0.3943127924	0.4355663952	1.808106239
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Otsu pre	check1	0.4543711328	0.4300940712	0.238371881	0.2374975215	0.3770760739	0.42737815	1.768216807
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Otsu post	check1	0.4579673848	0.4305872869	0.2380615623	0.2376278003	0.3763168571	0.4274448063	1.766696876
180701_djifc6310_J1_SE_row_13_range_1_rep_1.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Custom	check1	0.399152732	0.4215545014	0.2410358998	0.2356322991	0.3825462703	0.4229036852	1.782668939
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 135	check1	0.3642571856	0.4442538085	0.2561638111	0.2530323056	0.3955093734	0.4438640805	1.848730978
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 136	check1	0.3678296545	0.4454394679	0.256681131	0.2534596779	0.3965586202	0.4453204035	1.852610323
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 137	check1	0.3718100018	0.4467542307	0.2572863944	0.2540461812	0.3975118395	0.4468071139	1.856641647
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 138	check1	0.3778130505	0.4476134469	0.2573041913	0.2543669512	0.3974248686	0.4473631568	1.859341149
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 139	check1	0.3829236608	0.4487196164	0.2574591351	0.2548677119	0.3973172341	0.4481220402	1.86236347
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 140	check1	0.3898044202	0.4495239688	0.2569552388	0.2551900195	0.3958947634	0.4479832122	1.863378934
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Otsu pre	check1	0.4257898802	0.4514546073	0.251308983	0.2550638329	0.3836290909	0.4433782399	1.849552884
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Otsu post	check1	0.4226302117	0.450971393	0.2515881848	0.2549201878	0.3842648198	0.4433672897	1.850601494
180701_djifc6310_J1_SE_row_13_range_1_rep_2.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Custom	check1	0.3836388853	0.4343655926	0.2480249349	0.2471233551	0.3814539766	0.4319802299	1.831195937
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 135	check1	0.3590820836	0.4876874963	0.2874615473	0.285676883	0.4294043717	0.4853117811	2.015114883
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 136	check1	0.3626690469	0.4898619002	0.288710425	0.2867747761	0.4313533764	0.4878610033	2.022244697
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 137	check1	0.3666674288	0.4921082265	0.2900232786	0.2879249715	0.433401833	0.4905047893	2.029878575
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 138	check1	0.3729144569	0.4942541255	0.291005152	0.2891227752	0.4346238798	0.492495783	2.037487831
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 139	check1	0.3784551405	0.4961826354	0.2916950743	0.2901377042	0.4352752014	0.4941542485	2.044489882
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 140	check1	0.3857891207	0.4980058338	0.2918463757	0.2911665047	0.4345365257	0.4950047111	2.050562794
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Otsu pre	check1	0.4387072329	0.507629996	0.2891241597	0.2956208101	0.4246110544	0.4966306515	2.061626794
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Otsu post	check1	0.4396564281	0.508366058	0.2894730052	0.2960960688	0.4249471476	0.4972051513	2.062695466
180701_djifc6310_J1_SE_row_13_range_1_rep_3.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Custom	check1	0.3792905791	0.479866004	0.2812390377	0.2815126795	0.417537234	0.4759728272	2.00983742
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 135	check1	0.385723804	0.5350051089	0.3226755421	0.3189951657	0.4788596954	0.5322038274	2.232869831
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 136	check1	0.3890702834	0.5381398222	0.3246387036	0.3208167441	0.4815866042	0.5357394479	2.242859556
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 137	check1	0.3926208656	0.5413555924	0.3266901802	0.3227295757	0.4844523412	0.5393732501	2.253448705
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 138	check1	0.3974645193	0.5450206412	0.328933697	0.3249614147	0.4872301722	0.5432655104	2.265803138
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 139	check1	0.4021088288	0.5482597853	0.3308054189	0.3269172996	0.489251044	0.5465967884	2.277344634
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	ExG 140	check1	0.4085339252	0.5518577463	0.3325877705	0.3292001402	0.4906855214	0.5497407456	2.290410247
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Otsu pre	check1	0.4855272924	0.5862938575	0.3476664971	0.3512217072	0.5005965071	0.5777442864	2.407271242
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Otsu post	check1	0.4876870722	0.5891758724	0.3493111441	0.3532417784	0.5020144026	0.5802076453	2.417675003
180701_djifc6310_J1_SE_row_13_range_1_rep_4.tif	180701_djifc6310_J1_SE_row_13_range_1	4525 and 4526	Custom	check1	0.4009755868	0.5331244174	0.3213149668	0.3187124881	0.4731164634	0.5304869872	2.244386604
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 135	check1	0.3754943843	0.405576658	0.2289998309	0.2245022442	0.3688146879	0.4044793937	1.715583394
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 136	check1	0.3788908105	0.4062299501	0.2292004957	0.2246216485	0.3691645043	0.4054780267	1.717438731
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 137	check1	0.3825481407	0.4069994661	0.2295469883	0.2248261469	0.3699147558	0.406675043	1.719384716
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 138	check1	0.3876641404	0.4074881057	0.2295050427	0.2248694566	0.3699159415	0.4072670922	1.719708503
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 139	check1	0.3925484196	0.407818412	0.2292583821	0.2248339174	0.3694205848	0.4075458793	1.720187086
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 140	check1	0.3989855207	0.4078039799	0.228448923	0.2246064478	0.3678141914	0.4069600707	1.718484564
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Otsu pre	check1	0.4403503831	0.4069564277	0.2204087416	0.2221135703	0.3521309805	0.4003960322	1.686119461
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Otsu post	check1	0.4431911316	0.407747224	0.2203804542	0.2224740669	0.3518253748	0.4006979453	1.685374457
180701_djifc6310_J1_SE_row_16_range_4_rep_1.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Custom	check1	0.3912338793	0.3933461673	0.2198836432	0.2169625569	0.3535689312	0.3917327443	1.688625976
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 135	check1	0.3581044421	0.4461655238	0.2585268921	0.2545905262	0.4007976988	0.4456046146	1.857372839
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 136	check1	0.3619453048	0.4472127474	0.2589493635	0.2549184671	0.4015807189	0.4469688135	1.861141679
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 137	check1	0.3662813265	0.4483635508	0.2594086037	0.2553701214	0.4023196597	0.4483480561	1.865115435
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 138	check1	0.3726926358	0.449142171	0.2592826467	0.2556423161	0.4018062206	0.4487720059	1.867672932
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 139	check1	0.378375102	0.4500642515	0.2591496121	0.2560322466	0.4009390817	0.4491786291	1.870506405
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 140	check1	0.3855212922	0.4507952156	0.2585327258	0.2563155302	0.3992157798	0.4488855126	1.871840417
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Otsu pre	check1	0.4265470467	0.4542757671	0.2529112427	0.2568210857	0.3862901828	0.4452486498	1.859824353
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Otsu post	check1	0.427004187	0.4545965346	0.2530393886	0.2570264973	0.3863765751	0.4454651196	1.860404744
180701_djifc6310_J1_SE_row_16_range_4_rep_2.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Custom	check1	0.3783206678	0.4335542366	0.2483695159	0.2471232944	0.3827588187	0.4307232144	1.834979984
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 135	check1	0.3641479935	0.5010850789	0.300884738	0.2923691215	0.4621773988	0.5033410148	2.075520622
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 136	check1	0.3677449419	0.5030892129	0.3020163934	0.2934082327	0.4638935283	0.505716969	2.082359881
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 137	check1	0.3716695482	0.5051564335	0.3032620884	0.2945313138	0.4657162856	0.5081869986	2.089882341
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 138	check1	0.3775956462	0.5069363801	0.3040941875	0.2955609795	0.4663301856	0.5099595392	2.097083592
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 139	check1	0.3829970016	0.508597128	0.3047538153	0.2965128863	0.46686399	0.5115104509	2.103954113
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	ExG 140	check1	0.3900706005	0.510189254	0.3050503702	0.2974740527	0.4660745723	0.5125525196	2.110859533
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Otsu pre	check1	0.4550125237	0.5263739582	0.3079926736	0.3066547764	0.4610493806	0.5233733875	2.151366325
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Otsu post	check1	0.4613406536	0.5301390926	0.3096875682	0.3090322801	0.4623156742	0.526370846	2.160737837
180701_djifc6310_J1_SE_row_16_range_4_rep_3.tif	180701_djifc6310_J1_SE_row_16_range_4	4231 and 4232	Custom	check1	0.384720673	0.4941199536	0.2951844763	0.2888933859	0.4496388965	0.4953970212	2.073274018
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	ExG 135	check1	0.366899732	0.5343934098	0.3291684435	0.3187925408	0.4960567748	0.5380551417	2.232783094
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	ExG 136	check1	0.371083332	0.5367464326	0.3304993342	0.3200352969	0.4980155676	0.540732084	2.242223915
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	ExG 137	check1	0.3756989942	0.5390363673	0.331787306	0.3212530374	0.4997753755	0.543353283	2.252041094
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	ExG 138	check1	0.3822013353	0.5408588091	0.3326176527	0.322232202	0.5008481317	0.5452588252	2.260832092
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	ExG 139	check1	0.3881665067	0.5430176622	0.3335468616	0.3233975605	0.5016913355	0.5473924997	2.270588885
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	ExG 140	check1	0.3959685922	0.5451882696	0.334197072	0.3246703059	0.5017663885	0.5490843495	2.279938867
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	Otsu pre	check1	0.4662876732	0.5709551924	0.3443375842	0.3404785359	0.5073989284	0.5701349905	2.370991696
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	Otsu post	check1	0.4733044064	0.5758466884	0.3468889401	0.3438078197	0.5096267104	0.5741826171	2.388239404
180701_djifc6310_J1_SE_row_19_range_3_rep_1.tif	180701_djifc6310_J1_SE_row_19_range_3	4337 and 4338	Custom	check1	0.3891531169	0.5261079238	0.3227585375	0.31449459	0.4829856194	0.5290845147	2.233371131
