trait,pval,cor,type,date
cob.length,8.37821175944398e-18,0.289389189967353,MGR,Aug 30
cob.length,1.51229196661295e-18,0.295645628013836,VARI,Aug 30
cob.length,1.80257535753783e-09,0.204774944990774,VEG,Aug 30
cob.length,0.000119763821739601,0.131788790454886,Woebbecke..no.abs.,Aug 30
cob.length,4.55226317413266e-07,-0.172280494137914,Woebbecke..abs.,Aug 30
cob.weight,9.3667557392058e-23,0.350270312873921,ExG,Aug 30
cob.weight,2.08491804558703e-12,0.254709201930347,ExG2,Aug 30
cob.weight,2.50259931789812e-12,0.253814652422572,RGB,Aug 30
cob.weight,3.21252534842414e-15,0.284429046596866,NGR,Aug 30
cob.weight,5.6649090589911e-13,0.2609946538116,GLI,Aug 30
cob.weight,2.93582327697019e-15,0.284817841655551,MGR,Aug 30
cob.weight,6.30441352680034e-16,0.291366409760178,VARI,Aug 30
cob.weight,9.15715245957453e-08,0.194975313164519,VEG,Aug 30
cob.weight,2.23614910954002e-05,0.155283257799809,Woebbecke..no.abs.,Aug 30
cob.weight,2.10459306759942e-07,-0.189500213387681,Woebbecke..abs.,Aug 30
cob.diameter,8.42940896125924e-09,0.209863189733392,ExG,Aug 30
cob.diameter,0.00249350448557965,0.111087930402464,ExG2,Aug 30
cob.diameter,0.00260881966007399,0.110587660644826,RGB,Aug 30
cob.diameter,0.000399648668682828,0.129900331825493,NGR,Aug 30
cob.diameter,0.00163575820294436,0.115661302487142,GLI,Aug 30
cob.diameter,0.000387523231492324,0.130195815488296,MGR,Aug 30
cob.diameter,0.000227515761316175,0.135209368900972,VARI,Aug 30
cob.diameter,0.000603326886119199,0.125889588002041,VEG,Aug 30
cob.diameter,0.00170446683744728,0.115222005547159,Woebbecke..no.abs.,Aug 30
cob.diameter,0.0548631808071616,-0.0706581222436159,Woebbecke..abs.,Aug 30
Weight.of.20.seeds,7.6621322229291e-08,0.255915848004199,ExG,Sept 5
Weight.of.20.seeds,1.51875647711952e-06,0.229726713998569,ExG2,Sept 5
Weight.of.20.seeds,1.50861376061712e-06,0.22978898572627,RGB,Sept 5
Weight.of.20.seeds,7.07372934410108e-06,0.214937138161969,NGR,Sept 5
Weight.of.20.seeds,1.34271530058253e-06,0.230868845245155,GLI,Sept 5
Weight.of.20.seeds,6.73062358247746e-06,0.215431332489608,MGR,Sept 5
Weight.of.20.seeds,1.40415188063602e-05,0.208001269532701,VARI,Sept 5
Weight.of.20.seeds,0.0145035624970032,0.117955533310309,VEG,Sept 5
Weight.of.20.seeds,0.00221431207918117,0.147354732294356,Woebbecke..no.abs.,Sept 5
Weight.of.20.seeds,9.37720910952825e-05,-0.187463889733804,Woebbecke..abs.,Sept 5
cob.length,9.41513661287003e-17,0.280272043671206,ExG,Sept 5
cob.length,1.99647479126666e-11,0.227732406836373,ExG2,Sept 5
cob.length,3.10452702186012e-11,0.225590662325795,RGB,Sept 5
cob.length,2.77498909863238e-13,0.247450705658885,NGR,Sept 5
cob.length,7.16967720215767e-12,0.232619580184758,GLI,Sept 5
cob.length,2.46777588661595e-13,0.247967823039604,MGR,Sept 5
cob.length,2.73973902779207e-13,0.247507107875494,VARI,Sept 5
cob.length,1.80551375890272e-08,0.191920343846863,VEG,Sept 5
cob.length,0.000672065659961616,0.116623690295652,Woebbecke..no.abs.,Sept 5
cob.length,2.475929039684e-06,-0.16102161375821,Woebbecke..abs.,Sept 5
cob.weight,5.67547107968812e-19,0.319261986810662,ExG,Sept 5
cob.weight,1.84002596733391e-09,0.218815717308037,ExG2,Sept 5
cob.weight,2.56056549226149e-09,0.216904747403942,RGB,Sept 5
cob.weight,1.9007957030679e-11,0.243639723845097,NGR,Sept 5
cob.weight,7.24293686559746e-10,0.224115092335677,GLI,Sept 5
cob.weight,1.69006644104267e-11,0.244242034306167,MGR,Sept 5
cob.weight,1.76370171951927e-11,0.244023619121145,VARI,Sept 5
cob.weight,5.59373798330039e-07,0.182857479417966,VEG,Sept 5
cob.weight,0.00196627540724547,0.113684808124433,Woebbecke..no.abs.,Sept 5
cob.weight,1.14866433941497e-06,-0.177809175334659,Woebbecke..abs.,Sept 5
cob.diameter,1.88973607924587e-11,0.243669673349912,ExG,Sept 5
cob.diameter,0.000135497628934102,0.139928516429811,ExG2,Sept 5
cob.diameter,0.000134706279971866,0.139981005101135,RGB,Sept 5
cob.diameter,4.13229960984518e-05,0.150216999609773,NGR,Sept 5
cob.diameter,8.47304968644049e-05,0.144078681221452,GLI,Sept 5
cob.diameter,3.85379257906975e-05,0.150800843540213,MGR,Sept 5
cob.diameter,4.04589638529564e-05,0.150394037538672,VARI,Sept 5
cob.diameter,0.000512993539061618,0.127482740698197,VEG,Sept 5
cob.diameter,0.00345089902548558,0.107447130886968,Woebbecke..no.abs.,Sept 5
cob.diameter,0.00660419966889989,-0.0998352058751305,Woebbecke..abs.,Sept 5
Weight.of.20.seeds,0.0780484717389552,0.0851699692397164,ExG,Aug 16
Weight.of.20.seeds,0.26735486366265,0.053669441863237,ExG2,Aug 16
Weight.of.20.seeds,0.226402959938302,0.0585244284006231,RGB,Aug 16
Weight.of.20.seeds,0.0242006728560978,0.108814863783744,NGR,Aug 16
Weight.of.20.seeds,0.231627009738242,0.0578724694913507,GLI,Aug 16
Weight.of.20.seeds,0.0236516201960637,0.109237804168953,MGR,Aug 16
Weight.of.20.seeds,0.0211871916884428,0.111247680623157,VARI,Aug 16
Weight.of.20.seeds,0.156313533171059,0.0685608718578576,VEG,Aug 16
Weight.of.20.seeds,0.0319081231906643,-0.103611956698177,Woebbecke..no.abs.,Aug 16
Weight.of.20.seeds,0.0263426231983355,-0.107240306653992,Woebbecke..abs.,Aug 16
cob.length,0.362563261232412,-0.0313234464351616,ExG,Aug 16
cob.length,0.0697851738887902,-0.0623372680269398,ExG2,Aug 16
cob.length,0.0803878341715502,-0.0601115552556718,RGB,Aug 16
cob.length,0.130110469903148,0.0520518029248686,NGR,Aug 16
cob.length,0.0895070873634038,-0.0583805418625236,GLI,Aug 16
cob.length,0.129893288283087,0.0520812136017349,MGR,Aug 16
cob.length,0.0713499581908259,0.0619921336581933,VARI,Aug 16
cob.length,0.304967534835016,0.0352893774261001,VEG,Aug 16
cob.length,0.477793175778284,-0.0244233855001122,Woebbecke..no.abs.,Aug 16
cob.length,0.678076868452939,0.0142829869441427,Woebbecke..abs.,Aug 16
cob.weight,0.552930082780863,-0.0218620586915301,ExG,Aug 16
cob.weight,0.00551776347705754,-0.101991574020894,ExG2,Aug 16
cob.weight,0.00757886307354781,-0.0981566023145289,RGB,Aug 16
cob.weight,0.078438496764901,0.0647776429573428,NGR,Aug 16
cob.weight,0.00869761246415014,-0.0964531378089457,GLI,Aug 16
cob.weight,0.0772822966791709,0.0650295554633281,MGR,Aug 16
cob.weight,0.0302221520349881,0.0797285378100487,VARI,Aug 16
cob.weight,0.197515140065586,0.047457872806689,VEG,Aug 16
cob.weight,0.19544779348737,-0.0476773686710595,Woebbecke..no.abs.,Aug 16
cob.weight,0.615105210960297,-0.0185255530503035,Woebbecke..abs.,Aug 16
cob.diameter,0.266766675763152,0.0409039948637693,ExG,Aug 16
cob.diameter,0.149177025628325,-0.0531136307849085,ExG2,Aug 16
cob.diameter,0.181385244336901,-0.0492175384837812,RGB,Aug 16
cob.diameter,0.0912819256925281,0.0621640200373548,NGR,Aug 16
cob.diameter,0.189911559443008,-0.0482736604769795,GLI,Aug 16
cob.diameter,0.0884870002448068,0.0627062820606311,MGR,Aug 16
cob.diameter,0.0520477764206423,0.0714943427896576,VARI,Aug 16
cob.diameter,0.106839304774077,0.0593672884924359,VEG,Aug 16
cob.diameter,0.12247442601414,-0.056864543638602,Woebbecke..no.abs.,Aug 16
cob.diameter,0.0542080752913536,-0.0708494506620557,Woebbecke..abs.,Aug 16
